chr,pos,cms_score,genes
chr11,96231543,9.14647,JRKL-AS1 & LOC105369443
chr11,95321083,9.14647,NONAME
chr5,107237147,9.14555,FBXL17
chr2,133707706,9.14329,NCKAP5 & NCKAP5-AS1
chr15,33995174,9.14038,RYR3
chr4,137945366,9.13697,LINC02511
chr1,6818780,9.13669,CAMTA1 & CAMTA1-DT & DNAJC11 & LINC01672
chr6,84301123,9.13479,PRSS35 & SNAP91
chr4,130514645,9.13479,NONAME
chr5,87486208,9.13466,TMEM161B & TMEM161B-AS1
chr2,76264732,9.13466,NONAME
chr2,148033257,9.13466,NONAME
chr10,72412823,9.13466,ADAMTS14 & PALD1 & PRF1
chr1,74898990,9.13466,FPGT-TNNI3K & LRRC53 & TNNI3K
chr2,2276662,9.13328,MYT1L & MYT1L-AS1
chr2,102866273,9.13191,IL1R1 & IL1RL1 & IL1RL2
chr19,761486,9.13112,AZU1 & CFD & ELANE & FSTL3 & MIR3187 & MIR4745 & MISP & PALM & PLPPR3 & PRSS57 & PRTN3 & PTBP1 & RNF126
chr18,34942371,9.12996,CELF4 & LOC105372068
chr13,68478108,9.12985,NONAME
chr13,99424737,9.12619,DOCK9 & DOCK9-AS1 & SLC15A1
chr5,145555583,9.12524,LARS & PLAC8L1 & RBM27
chr13,67252038,9.12345,PCDH9
chr2,236471151,9.12022,AGAP1 & AGAP1-IT1 & TNRC17
chr15,26219941,9.12022,LINC02346
chr7,25979194,9.12007,MIR148A
chr2,41187574,9.1168,NONAME
chr18,68600379,9.11673,NONAME
chr18,65011989,9.11409,NONAME
chr12,103196563,9.11264,LINC00485 & PAH
chr13,32300836,9.10941,RXFP2
chr6,12916095,9.10868,PHACTR1
chr14,27889198,9.10868,LOC728755
chr5,166362381,9.10565,LINC01947
chr19,40170053,9.10244,CLC & LEUTX & LGALS13 & LGALS14 & LGALS16 & LGALS17A & LOC100129935
chr11,112207339,9.10169,LOC100132686 & LOC283140 & PLET1
chr1,20625054,9.09783,LINC01141 & LINC01757 & VWA5B1
chr1,76220863,9.09497,ACADM & DLSTP1 & MSH4 & RABGGTB & SNORD45A & SNORD45B & SNORD45C
chr11,3248942,9.09309,MRGPRE & MRGPRG & MRGPRG-AS1 & OSBPL5
chr9,133909619,9.0911,AIF1L & FIBCD1 & LAMC3 & NUP214
chr5,76105051,9.0911,F2R & F2RL1 & NCRUPAR & S100Z
chr2,202816550,9.08704,CDK15 & FZD7
chr16,89755484,9.08704,CDK10 & CHMP1A & CPNE7 & DPEP1 & FANCA & SPATA2L & SPATA33 & VPS9D1 & VPS9D1-AS1 & ZNF276
chr12,31381501,9.08486,FLJ13224 & OVOS2 & SINHCAF
chr10,58373748,9.08008,NONAME
chr6,55203868,9.07105,GFRAL & HCRTR2 & HMGCLL1
chr13,71612114,9.0702,LINC00348
chr12,2167499,9.06594,CACNA1C & CACNA1C-IT2 & DCP1B
chr10,106920300,9.05954,SORCS3
chr18,53748640,9.05697,LINC01539 & LINC01905 & LOC642484
chr11,102397284,9.0569,LOC101928424 & LOC102723838 & MMP20 & MMP7 & TMEM123
chr9,29596142,9.05677,NONAME
chr14,47881072,9.05599,MDGA2
chr9,81333004,9.05027,NONAME
chr17,72814576,9.05017,FADS6 & FDXR & GRIN2C & MIR3615 & NAT9 & RAB37 & SLC9A3R1 & TMEM104 & USH1G
chr12,132332656,9.04941,MMP17 & PUS1 & SFSWAP & ULK1
chr15,26915998,9.04849,GABRB3
chr8,23625062,9.04832,NKX2-6 & NKX3-1 & STC1
chr3,140179854,9.04729,CLSTN2 & CLSTN2-AS1
chr6,161415693,9.04441,MAP3K4
chr6,10897488,9.04441,ELOVL2 & GCM2 & LOC101928191 & MAK & SYCP2L
chr2,164433593,9.04441,FIGN
chr17,66208498,9.04441,AMZ2 & ARHGAP27P2 & ARSG & LINC00674 & SLC16A6
chr7,30783829,9.04358,CRHR2 & INMT & INMT-MINDY4 & MINDY4
chr5,159166418,9.04358,LINC01847
chr5,10624887,9.03718,ANKRD33B & DAP
chr1,82202642,9.03563,ADGRL2
chr5,104869476,9.03513,NONAME
chr4,164929896,9.03472,MARCH1
chr15,41844317,9.03391,ITPKA & LTK & RPAP1 & RTF1 & TYRO3
chr2,86839153,9.03269,CHMP3 & RNF103 & RNF103-CHMP3
chr1,73467934,9.03269,NONAME
chr2,87874983,9.03172,CYTOR & MIR4435-1 & MIR4435-2
chr8,6745468,9.03165,DEFA1 & DEFA10P & DEFA1B & DEFA4 & DEFA6 & DEFA8P & DEFA9P & DEFB1 & DEFT1P & DEFT1P2 & GS1-24F4.2 & XKR5
chr6,12202484,9.02827,EDN1 & HIVEP1
chr4,60635907,9.02827,NONAME
chr4,128411933,9.02827,NONAME
chr10,27974470,9.02664,MKX & MKX-AS1
chr6,70760049,9.02462,COL19A1
chr5,93590268,9.02223,KIAA0825
chr16,73447886,9.02223,LINC01568
chr1,114878655,9.01957,TRIM33
chr5,97220586,9.01167,LINC02234
chr9,32364754,9.00234,ACO1 & DDX58
chr5,36652409,9.00234,SLC1A3
chr1,77718252,9.00234,AK5 & PIGK
chr5,10998153,9.00219,CTNND2
chr5,136039128,9.00168,NONAME
chr15,87804215,8.99723,NONAME
chr11,10466474,8.99631,AMPD3 & CAND1.11 & MIR4485 & MRVI1-AS1 & MTRNR2L8 & RNF141
chr1,59181597,8.99408,JUN & LINC01135 & MYSM1
chr1,42830317,8.98926,CCDC30 & FOXJ3 & PPCS & RIMKLA & ZMYND12
chr15,66952824,8.98805,LCTL & LINC01169 & SMAD6
chr17,75366269,8.98765,LOC105371907 & MIR4316 & SEPT9
chr4,163791766,8.98711,NONAME
chr4,140707736,8.98711,MAML3 & MGST2
chr21,47036039,8.98711,LINC01694 & PCBP3 & SLC19A1
chr13,25235616,8.98459,ATP12A & TPTE2P6
chr1,161567067,8.98459,FCGR2A & FCGR2B & FCGR2C & FCGR3A & FCGR3B & HSPA6 & HSPA7 & RPL31P11
chr13,72893877,8.98365,NONAME
chr9,14033662,8.98187,LINC00583 & NFIB
chr8,80616108,8.98187,HEY1 & LINC01607 & LOC101927040 & STMN2
chr3,33311039,8.98187,FBXL2 & SUSD5
chr2,55154794,8.98187,EML6 & RTN4
chr11,102661961,8.98187,MMP1 & MMP10 & MMP12 & MMP27 & MMP3 & MMP8 & WTAPP1
chr6,55991994,8.98076,COL21A1
chr12,104874471,8.97822,CHST11
chr5,136710961,8.97678,SPOCK1
chr10,131155192,8.9761,NONAME
chr1,229556990,8.9714,ABCB10 & ACTA1 & CCSAP & LOC101927478 & NUP133
chr10,119354349,8.97132,EMX2 & EMX2OS
chr9,139391338,8.96901,C9orf163 & ENTR1 & INPP5E & MIR4673 & MIR4674 & NALT1 & NOTCH1 & PMPCA & SEC16A & SNAPC4
chr8,117365975,8.9686,LINC00536
chr6,69596380,8.9686,ADGRB3
chr9,1685225,8.96404,NONAME
chr13,58374934,8.9639,PCDH17
chr5,80027830,8.96099,DHFR & MSH3 & MTRNR2L2
chr9,29635893,8.9565,NONAME
chr2,69348524,8.95454,ANTXR1 & MIR3126
chr11,106689130,8.94641,GUCY1A2
chr15,53024679,8.94245,FAM214A & ONECUT1
chr13,108693607,8.94111,NONAME
chr11,26671436,8.94111,ANO3 & MUC15 & SLC5A12
chr15,75404506,8.93746,C15orf39 & PPCDC & SCAMP5
chr2,105223181,8.93727,LINC01102 & LINC01103
chr8,61792847,8.93168,CHD7 & LOC100130298
chr12,96997680,8.92862,CFAP54
chr12,15624785,8.92202,PTPRO
chr6,106111226,8.9148,NONAME
chr8,29670860,8.91173,LINC00589 & LINC02099 & LOC101929470
chr17,36544507,8.91173,ARHGAP23 & GPR179 & MRPL45 & SOCS7
chr10,123485809,8.91173,ATE1
chr1,76890747,8.91173,ST6GALNAC3
chr1,169440940,8.90915,BLZF1 & CCDC181 & F5 & SLC19A2
chr7,18245232,8.90643,HDAC9 & MIR1302-6
chr9,30875689,8.90534,NONAME
chr3,119000351,8.90534,ARHGAP31 & ARHGAP31-AS1 & B4GALT4 & B4GALT4-AS1 & UPK1B
chr17,29986020,8.90534,MIR193A & MIR365B & MIR4725
chr15,76278367,8.90534,FBXO22 & NRG4 & TMEM266 & UBE2Q2
chr12,133172649,8.90534,FBRSL1 & LRCOL1 & MIR6763 & P2RX2 & POLE & PXMP2
chr1,43289258,8.90534,C1orf50 & CLDN19 & ERMAP & LOC105378683 & LOC339539 & P3H1 & SVBP & TMEM269 & ZNF691
chr4,91849744,8.90381,CCSER1
chr16,64399542,8.90381,NONAME
chr8,22630235,8.89897,EGR3 & PEBP4
chr2,68548717,8.89515,CNRIP1 & PLEK & PPP3R1
chr1,72975089,8.89515,NONAME
chr9,5501213,8.8915,CD274 & PDCD1LG2 & PLGRKT
chr2,163994411,8.89103,NONAME
chr5,81715365,8.88763,ATP6AP1L
chr6,53996303,8.88031,MLIP & MLIP-AS1
chr9,104628790,8.87546,NONAME
chr5,75202087,8.87546,NONAME
chr1,198191785,8.86392,NEK7
chr1,53827004,8.86352,DMRTB1 & LINC01771 & LRP8 & SLC25A3P1
chr22,23646477,8.85633,BCR & CES5AP1 & FBXW4P1 & LINC02556 & ZDHHC8P1
chr15,31622117,8.85633,KLF13 & LOC283710
chr14,83968887,8.85541,NONAME
chr1,73198947,8.85389,NONAME
chr13,20705105,8.8484,GJA3 & GJB2 & GJB6 & LINC01072 & ZMYM2
chr3,97199383,8.84578,EPHA6
chr8,129648188,8.84442,LINC00824
chr5,127933152,8.84442,FBN2
chr6,159796214,8.84297,LINC02529
chr3,144553578,8.84297,NONAME
chr2,136990560,8.84297,NONAME
chr2,12687892,8.84297,MIR3681HG
chr18,196185,8.84297,MIR8078 & ROCK1P1 & THOC1 & USP14
chr16,69545116,8.84297,CYB5B & MIR1538 & NFAT5
chr11,12624346,8.84297,PARVA & TEAD1
chr5,167070649,8.83908,TENM2
chr17,35509834,8.8334,AATF & ACACA & SNORA90
chr10,123798747,8.8334,ATE1-AS1 & NSMCE4A & TACC2
chr9,112067470,8.83039,EPB41L4B & PTPN3
chr4,174853026,8.82954,LINC02269
chr8,104968340,8.82939,RIMS2
chr21,23550195,8.82939,LINC00308 & LINC01687
chr12,46516676,8.8257,SLC38A1
chr11,101993498,8.82258,CFAP300 & YAP1
chr9,34680298,8.81985,ARID3C & CCL19 & CCL21 & CCL27 & CNTFR & CNTFR-AS1 & DCTN3 & FAM205A & GALT & IL11RA & LOC730098 & RPP25L & SIGMAR1
chr3,9761940,8.81942,ARPC4 & ARPC4-TTLL3 & BRPF1 & CAMK1 & CPNE9 & MTMR14 & OGG1 & TADA3 & TTLL3
chr11,76351906,8.8185,EMSY & GUCY2EP & LRRC32
chr10,24627638,8.81658,KIAA1217 & MIR603
chr18,43972062,8.80663,LOXHD1 & RNF165
chr15,41115279,8.80557,C15orf62 & DNAJC17 & GCHFR & LOC105370943 & PPP1R14D & RAD51 & RHOV & RMDN3 & SPINT1 & SPINT1-AS1 & VPS18 & ZFYVE19
chr16,3301360,8.80185,LINC00921 & MEFV & OR1F1 & OR1F2P & TIGD7 & ZNF200 & ZNF263 & ZNF75A
chr6,138073403,8.79689,LINC02539 & LOC100130476 & LOC102723649
chr9,72471862,8.79226,C9orf135 & C9orf135-DT & PTAR1
chr2,138308422,8.79226,THSD7B
chr16,16912638,8.79226,NONAME
chr15,43678663,8.78712,ADAL & LCMT2 & TGM7 & TP53BP1 & TUBGCP4 & ZSCAN29
chr6,123138685,8.78483,FABP7 & PKIB & SMPDL3A
chr4,57024345,8.78483,KIAA1211
chr15,87154079,8.78483,AGBL1
chr13,71554752,8.78483,LINC00348
chr11,61618831,8.78151,BEST1 & DKFZP434K028 & FADS1 & FADS2 & FADS3 & FEN1 & MIR1908 & MIR611 & MIR6746 & MYRF & RAB3IL1 & TMEM258
chr5,57934997,8.78049,LINC02108 & RAB3C
chr20,2751612,8.77486,C20orf141 & CPXM1 & EBF4 & PCED1A & PTPRA & TMEM239 & VPS16
chr10,7637970,8.77242,ITIH5
chr12,32065278,8.76562,LINC02422 & RESF1
chr11,28778377,8.76562,NONAME
chr11,106320366,8.76562,NONAME
chr5,38467634,8.76284,EGFLAM & EGFLAM-AS2 & LIFR & LIFR-AS1 & MIR3650
chr12,22788283,8.75805,C2CD5 & ETNK1 & LOC105369691
chr5,75196002,8.75704,NONAME
chr18,14439082,8.75693,CXADRP3 & CYP4F35P & POTEC
chr10,31986928,8.75693,NONAME
chr1,8531417,8.75487,RERE & RERE-AS1 & SNORD128
chr8,129297518,8.7521,NONAME
chr8,33147297,8.75127,FUT10
chr4,83022127,8.75019,NONAME
chr4,168054809,8.74756,SPOCK3
chr10,33680982,8.74756,NRP1
chr1,192595376,8.7467,MIR4426 & RGS1 & RGS13
chr6,106627910,8.74601,ATG5 & PRDM1
chr22,29930077,8.73909,NEFH & NF2 & NIPSNAP1 & RFPL1 & RFPL1S & THOC5
chr15,52197576,8.73831,LEO1 & LOC100422556 & TMOD2 & TMOD3
chr1,41405749,8.73831,CITED4 & CTPS1 & KCNQ4 & SCMH1 & SLFNL1 & SLFNL1-AS1
chr8,127968290,8.7378,PCAT1
chr2,147519247,8.73699,NONAME
chr10,69608322,8.73658,DNAJC12 & HERC4 & SIRT1
chr10,15018978,8.73658,ACBD7 & ACBD7-DCLRE1CP1 & DCLRE1C & DCLRE1CP1 & MEIG1 & OLAH & SUV39H2
chr13,85114555,8.73639,LINC00333
chr10,70255811,8.7362,DNA2 & RUFY2 & SLC25A16 & TET1
chr9,32405113,8.7361,ACO1 & DDX58
chr13,66397361,8.73496,LINC01052
chr11,91946713,8.73496,NONAME
chr11,124578282,8.73249,ESAM & LOC100507283 & LOC101929340 & MSANTD2 & NRGN & PANX3 & SIAE & SPA17 & TBRG1 & VSIG2
chr2,162458401,8.7211,AHCTF1P1 & SLC4A10
chr10,29781465,8.72034,MIR604 & SVIL & SVIL-AS1
chr19,16417676,8.71944,AP1M1 & EPS15L1 & KLF2
chr6,35421086,8.7163,FANCE & MIR7111 & PPARD & RPL10A & TEAD3 & TULP1
chr6,42472756,8.71548,TRERF1 & UBR2
chr2,46478407,8.7154,EPAS1 & PRKCE
chr11,75088676,8.7154,ARRB1 & GDPD5 & KLHL35 & MIR326 & RPS3 & SNORD15A & SNORD15B
chr16,28617885,8.71385,EIF3C & IL27 & NPIPB8 & NUPR1 & SGF29 & SULT1A1 & SULT1A2
chr10,131235255,8.71156,MGMT
chr3,31449457,8.71071,NONAME
chr12,77259410,8.70596,CSRP2 & ZDHHC17
chr6,157064953,8.70432,ARID1B & MIR4466
chr8,134540362,8.70347,ST3GAL1
chr16,29106324,8.70347,RRN3P2
chr1,88202958,8.70332,NONAME
chr6,163198362,8.69979,PACRG & PRKN
chr3,10948486,8.69464,SLC6A1 & SLC6A1-AS1 & SLC6A11
chr16,64817709,8.6946,NONAME
chr6,154649526,8.69024,CNKSR3 & IPCEF1 & OPRM1
chr14,94852219,8.69024,SERPINA1 & SERPINA10 & SERPINA11 & SERPINA2 & SERPINA6 & SERPINA9
chr9,80291881,8.69011,GNA14 & GNAQ
chr5,79965555,8.69011,ANKRD34B & DHFR & LINC01337 & MSH3 & MTRNR2L2
chr16,74987963,8.68648,WDR59 & ZNRF1
chr9,101338331,8.68622,GABBR2
chr3,118762363,8.67944,IGSF11 & IGSF11-AS1
chr16,78828121,8.677,WWOX
chr8,10174710,8.67565,MSRA
chr5,8083927,8.67565,NONAME
chr13,66744279,8.6701,MIR4704
chr1,15406935,8.6701,C1orf195 & KAZN & TMEM51 & TMEM51-AS1
chr21,30094261,8.67006,NONAME
chr9,9439246,8.66922,PTPRD
chr15,56783015,8.6684,MNS1 & TEX9
chr15,49370329,8.66399,COPS2 & GALK2 & MIR4716 & NDUFAF4P1 & SECISBP2L
chr5,161011096,8.66298,GABRB2
chr9,119620691,8.66285,ASTN2
chr4,133941659,8.66285,LOC101927359
chr10,78597550,8.66285,KCNMA1 & KCNMA1-AS1
chr10,28134797,8.66285,ARMC4 & MKX-AS1
chr13,49915634,8.66143,CAB39L & CDADC1 & LOC105370203
chr13,63436280,8.65979,LINC00448
chr10,72742954,8.65085,LOC105378349 & PCBD1
chr12,123160901,8.64515,CCDC62 & DENR & HCAR1 & HCAR2 & HCAR3 & KNTC1
chr3,61931534,8.64512,PTPRG
chr21,38605431,8.64468,DSCR9 & TTC3 & TTC3-AS1 & VPS26C
chr3,34980352,8.64439,LOC101928135
chr2,30595796,8.64149,LCLAT1 & LINC01936
chr5,150827301,8.64046,FAT2 & MIR6499 & SLC36A1
chr15,33326199,8.64046,FMN1
chr6,100914532,8.63143,ASCC3 & SIM1
chr11,103459556,8.63143,NONAME
chr5,24440073,8.63062,CDH10
chr4,6425308,8.62968,PPP2R2C
chr2,184966326,8.62968,NONAME
chr2,101155567,8.62759,LINC01849 & NMS & PDCL3
chr8,103301190,8.62545,RRM2B & UBR5 & UBR5-AS1
chr5,117798537,8.62126,LINC02208
chr3,75426770,8.61878,FAM86DP & LINC02018
chr13,23573022,8.617,LINC00621
chr12,96164510,8.617,CCDC38 & LINC02410 & LOC105369921 & NTN4 & PGAM1P5 & SNRPF
chr11,128679566,8.617,C11orf45 & FLI1 & KCNJ1 & KCNJ5
chr1,80218991,8.617,NONAME
chr5,127692821,8.61444,FBN2
chr16,1400478,8.61143,BAIAP3 & C16orf91 & CCDC154 & CLCN7 & GNPTG & LOC105371045 & TPSD1 & TSR3 & UBE2I & UNKL
chr3,67450213,8.60617,SUCLG2
chr3,41440108,8.60617,ULK4
chr5,29418043,8.60376,LINC02064
chr11,21903208,8.6004,NONAME
chr22,47935990,8.59967,LINC00898 & LINC01644 & LOC284930
chr6,34114762,8.59609,GRM4 & HMGA1 & MIR6835 & SMIM29
chr2,133040354,8.59147,ANKRD30BL & FAM201B & MIR663B & ZNF806
chr9,20736329,8.58983,FOCAD & FOCAD-AS1 & MIR491 & SNORA30B
chr12,69561451,8.58983,CPSF6
chr5,6873782,8.58247,LINC02236 & MIR4278
chr2,155315938,8.5816,GALNT13 & LOC100144595
chr8,98490825,8.57972,LOC101927066
chr7,139162346,8.57879,C7orf55-LUC7L2 & CLEC2L & HIPK2 & KLRG2 & LOC100129148 & LUC7L2
chr16,50044403,8.57879,CNEP1R1 & HEATR3
chr17,78105930,8.57058,CARD14 & CCDC40 & EIF4A3 & GAA & SGSH & SLC26A11 & TBC1D16
chr12,103205016,8.56743,LINC00485 & PAH
chr7,64074487,8.56464,LOC100128885 & LOC641746 & MIR6839 & ZNF107 & ZNF680
chr8,91359379,8.56422,LINC00534
chr2,124427197,8.56249,NONAME
chr17,35837865,8.56249,ACACA & C17orf78 & DUSP14 & SYNRG & TADA2A
chr16,24642139,8.56223,LINC01567 & RBBP6 & TNRC6A
chr3,77774521,8.56197,ROBO2
chr3,168977480,8.55833,MECOM
chr9,85139211,8.55266,NONAME
chr4,61966273,8.55266,LINC02271
chr15,75262310,8.54659,COX5A & FAM219B & MPI & PPCDC & RPP25 & SCAMP2 & SCAMP5
chr2,162314229,8.54458,AHCTF1P1 & PSMD14 & TBR1
chr8,76723570,8.54328,NONAME
chr20,21672359,8.54328,LINC01726 & LINC01727 & PAX1
chr18,47183012,8.53771,LIPG
chr2,162187800,8.53598,LINC01806 & LOC101929512 & PSMD14 & TANK & TBR1
chr1,245792454,8.53463,KIF26B
chr13,33641117,8.53278,KL & STARD13
chr8,99091245,8.53261,ERICH5 & MATN2 & POP1 & RIDA & RPL30 & SNORA72
chr5,75549507,8.53261,SV2C
chr3,29293114,8.53261,RBMS3 & RBMS3-AS3
chr15,80595202,8.52907,CTXND1 & LINC00927
chr8,14877424,8.52743,SGCZ
chr14,69336946,8.52576,ACTN1 & ZFP36L1
chr18,70325815,8.52561,NETO1
chr3,128912023,8.5219,CNBP & COPG1 & HMCES & ISY1 & ISY1-RAB43 & MIR6826 & RAB43
chr2,88285758,8.51965,KRCC1 & MIR4780 & RGPD1 & SMYD1
chr4,165565756,8.51447,NONAME
chr6,55498726,8.51358,HMGCLL1
chr2,223309674,8.51358,LOC440934 & SGPP2
chr17,25849338,8.51282,KSR1 & TBC1D3P5
chr2,151506367,8.51173,LINC01920 & LINC02612
chr15,57217172,8.51173,LOC145783 & TCF12
chr1,233651712,8.51173,KCNK1
chr9,24347792,8.51122,NONAME
chr2,127918650,8.50906,BIN1 & CYP27C1 & ERCC3
chr18,7925966,8.50801,PTPRM
chr11,44090544,8.50801,ACCS & ACCSL & EXT2
chr16,79325950,8.5073,WWOX
chr18,22680936,8.50498,ZNF521
chr17,37013530,8.50498,C17orf98 & CWC25 & FBXO47 & LASP1 & LINC00672 & MIR4727 & MIR6779 & PIP4K2B & PSMB3 & RPL23 & SNORA21 & SNORA21B
chr14,43915178,8.50498,NONAME
chr4,170169748,8.5048,SH3RF1
chr13,96541843,8.50427,DNAJC3 & UGGT2
chr15,45462439,8.50152,DUOX1 & DUOX2 & DUOXA1 & DUOXA2 & LOC101928414 & SHF & SLC28A2 & SORD
chr8,119942643,8.49986,COLEC10 & TNFRSF11B
chr17,32919082,8.49388,C17orf102 & TMEM132E
chr14,95098638,8.48756,SERPINA13P & SERPINA3 & SERPINA4 & SERPINA5
chr7,49323124,8.48746,NONAME
chr13,22402622,8.48335,LINC00424
chr8,123681464,8.47887,LINC01151
chr9,14846994,8.47577,FREM1
chr4,136579029,8.46862,NONAME
chr2,170297273,8.46862,BBS5 & FASTKD1 & KLHL41 & LRP2
chr17,80555548,8.46862,FOXK2 & MIR4525 & RAB40B & WDR45B
chr15,40084997,8.46862,FSIP1 & GPR176 & LOC105370941
chr4,70039255,8.46767,LOC105377267 & UGT2B11 & UGT2B7
chr7,156121080,8.46728,NONAME
chr5,111723602,8.46728,EPB41L4A & EPB41L4A-DT
chr2,32617052,8.46728,BIRC6 & YIPF4
chr2,237019808,8.46728,AGAP1 & ASB18 & GBX2
chr18,64724185,8.46728,MIR5011
chr15,80896029,8.46728,ABHD17C & ARNT2 & LOC101929586 & MIR5572
chr1,195338864,8.46728,NONAME
chr17,26194853,8.46568,LINC01992 & LYRM9 & NOS2
chr12,22556238,8.4638,C2CD5 & ST8SIA1
chr9,17267917,8.46365,CNTLN
chr4,181600473,8.46365,NONAME
chr1,207655472,8.46047,CR1 & CR2
chr21,43813833,8.46019,ABCG1 & RSPH1 & TFF1 & TFF2 & TFF3 & TMPRSS3 & UBASH3A
chr13,90518912,8.46019,NONAME
chr1,116285822,8.45976,CASQ2 & NHLH2 & VANGL1
chr3,99054982,8.4512,NONAME
chr2,79890396,8.44998,CTNNA2 & MIR4264
chr8,41291195,8.44931,GINS4 & GOLGA7 & SNORD65B
chr7,30990363,8.44931,AQP1 & GHRHR & INMT-MINDY4 & MINDY4
chr4,155682082,8.44667,LRAT & RBM46
chr4,72313411,8.44474,SLC4A4
chr2,34402434,8.44474,LINC01317
chr1,150316576,8.44474,APH1A & C1orf54 & CA14 & CIART & MRPS21 & PRPF3 & RPRD2 & SNORD13C
chr17,39573190,8.44462,KRT13 & KRT15 & KRT31 & KRT32 & KRT33A & KRT33B & KRT34 & KRT35 & KRT36 & KRT37 & KRT38 & LOC100505782
chr14,59217424,8.44436,LINC01500
chr5,15924697,8.44282,FBXL7 & MIR887
chr4,164241985,8.44213,NPY1R & NPY5R
chr16,75944948,8.44213,NONAME
chr3,18846880,8.44166,NONAME
chr13,113465121,8.44131,ATP11A & ATP11A-AS1
chr3,5797897,8.44097,NONAME
chr7,156202614,8.44082,LINC01006 & LOC285889
chr6,160661007,8.44082,SLC22A1 & SLC22A2
chr16,11698917,8.44082,LITAF & SNN & TXNDC11
chr13,32099224,8.44082,NONAME
chr8,58559214,8.43754,LOC286178
chr4,163247334,8.43754,NONAME
chr10,32365213,8.4375,KIF5B
chr5,118040211,8.4343,LINC02215
chr14,103388999,8.43324,AMN & CDC42BPB & TRAF3
chr12,57323523,8.43324,GPR182 & MYO1A & RDH16 & SDR9C7 & TAC3 & ZBTB39
chr8,107084117,8.43086,ZFPM2-AS1
chr4,26203372,8.43086,NONAME
chr1,49053376,8.43086,AGBL4
chr1,26722713,8.42841,CD52 & CRYBG2 & DHDDS & HMGN2 & LIN28A & LOC101928324 & UBXN11 & ZNF683
chr14,92383089,8.42682,FBLN5 & TC2N & TRIP11
chr5,1196395,8.42679,CTD-3080P12.3 & SLC12A7 & SLC6A18 & SLC6A19 & TERT
chr10,88782862,8.42439,ADIRF & AGAP11 & BMPR1A & FAM25A & GLUD1 & MMRN2 & SHLD2 & SNCG
chr2,34971837,8.42398,LINC01320
chr16,82565194,8.42374,CDH13
chr6,10412188,8.42309,LINC00518 & MIR5689 & MIR5689HG & TFAP2A & TFAP2A-AS1 & TFAP2A-AS2
chr19,58005536,8.4216,VN1R1 & ZIK1 & ZNF17 & ZNF416 & ZNF419 & ZNF548 & ZNF549 & ZNF550 & ZNF749 & ZNF772 & ZNF773
chr14,50502985,8.42088,LINC01588 & LINC01599 & MIR6076 & SOS2 & VCPKMT
chr1,76562743,8.42088,LOC101927342 & ST6GALNAC3
chr8,117426717,8.4202,LINC00536
chr11,63590040,8.4202,C11orf95 & MARK2 & RCOR2 & RTN3 & SPINDOC
chr3,60262800,8.41882,FHIT
chr4,175249402,8.41767,CEP44 & FBXO8 & MIR4276
chr1,89790894,8.41767,GBP1P1 & GBP5 & GBP6 & LOC729930
chr5,94440486,8.41674,MCTP1
chr5,19489396,8.41461,CDH18
chr3,63403448,8.4141,SYNPR & SYNPR-AS1
chr13,114187614,8.4134,ADPRHL1 & DCUN1D2 & TFDP1 & TMCO3
chr18,63965263,8.4133,NONAME
chr3,35496507,8.41117,LOC101928135
chr10,14555086,8.41022,FAM107B & MIR1265
chr22,46278300,8.40994,ATXN10 & WNT7B
chr2,235169417,8.40994,NONAME
chr9,37383600,8.40959,GRHPR & ZBTB5 & ZCCHC7
chr6,69650725,8.40896,ADGRB3
chr2,207120861,8.40896,EEF1B2 & GPR1 & GPR1-AS & NDUFS1 & SNORA41 & SNORD51 & ZDBF2
chr11,124782614,8.40896,CCDC15 & HEPACAM & HEPN1 & LOC100507283 & ROBO3 & ROBO4
chr6,170745004,8.40774,FAM120B & PSMB1
chr9,119254123,8.40187,ASTN2 & ASTN2-AS1 & PAPPA & PAPPA-AS1
chr4,163973416,8.40187,MIR4454 & NAF1
chr14,71132759,8.40187,LINC01269 & LOC101928075 & MAP3K9 & MED6 & TTC9
chr7,35663317,8.39408,HERPUD2 & LOC100506725 & LOC101930085
chr4,115151502,8.39408,NONAME
chr11,113461274,8.39408,TMPRSS5
chr9,136468498,8.39372,ADAMTSL2 & DBH & DBH-AS1 & FAM163B & MYMK & SARDH
chr2,212034762,8.39346,NONAME
chr3,25945860,8.38782,LINC00692
chr2,62492844,8.38518,B3GNT2 & MIR5192
chr15,23735339,8.38226,GOLGA6L2 & MIR4508 & MKRN3
chr7,90785966,8.37289,CDK14
chr10,35010986,8.37289,PARD3 & PARD3-AS1
chr9,81084452,8.37192,NONAME
chr4,135788408,8.37055,NONAME
chr3,119435236,8.37038,COX17 & MAATS1 & NR1I2 & PLA1A & POPDC2
chr3,98914622,8.36889,NONAME
chr5,73956940,8.36388,ENC1 & GFM2 & HEXB
chr11,43942994,8.36206,ALKBH3 & ALKBH3-AS1 & C11orf96 & HSD17B12 & SEC14L1P1
chr3,20986035,8.35637,NONAME
chr6,124343286,8.35271,NKAIN2
chr4,74700970,8.35271,CXCL1 & CXCL6 & CXCL8 & PF4V1
chr2,235575086,8.35271,LINC01173
chr15,55605930,8.3523,C15orf65 & CCPG1 & DNAAF4-CCPG1 & MIR628 & PIGB & PIGBOS1 & RAB27A
