"chr","pos","cms_score","genes","bin"
"chr5",138613937,9.34748,"MATR3 & PAIP2 & SIL1 & SLC23A1 & SNHG4 & SNORA74A & SNORA74D","694"
"chr3",133741997,9.34652,"C3orf36 & LINC02000 & SLCO2A1","669"
"chr9",88110013,9.34598,"AGTPBP1","441"
"chr8",23006583,9.34598,"CHMP7 & LOC254896 & LOC286059 & LOC389641 & TNFRSF10A & TNFRSF10B & TNFRSF10C & TNFRSF10D","116"
"chr5",35200162,9.3411,"PRLR","177"
"chr3",35286275,9.3411,"LOC101928135","177"
"chr11",33424115,9.3411,"HIPK3","168"
"chr2",174674675,9.34082,"SP3","874"
"chr4",75228471,9.33991,"AREG & EPGN & EREG & MTHFD2L","377"
"chr15",26569608,9.33991,"NONAME","133"
"chr11",120414850,9.33991,"ARHGEF12 & GRIK4","603"
"chr11",118200201,9.33816,"ATP5MG & CD3D & CD3E & CD3G & LOC100131626 & MPZL2 & MPZL3 & UBE4A","592"
"chr3",54898919,9.33744,"CACNA2D3 & CACNA2D3-AS1 & LRTM1","275"
"chr15",58448311,9.33744,"ALDH1A2 & AQP9 & LOC283665","293"
"chr11",102130465,9.33744,"BIRC2 & BIRC3 & YAP1","511"
"chr11",125267181,9.33442,"FEZ1 & LOC403312 & PKNOX2","627"
"chr7",154626819,9.32881,"DPP6 & PAXIP1-AS2","774"
"chr14",39311307,9.32763,"LINC00639 & LOC105370457","197"
"chr7",55335688,9.32678,"EGFR & EGFR-AS1 & ELDR & LANCL2","277"
"chr4",155194838,9.32534,"DCHS2","776"
"chr8",24452171,9.32221,"ADAM7 & LOC101929294 & LOC101929315","123"
"chr11",107623305,9.3207,"ELMOD1 & SLC35F2 & SLN","539"
"chr10",18743183,9.32062,"CACNB2 & NSUN6","94"
"chr18",53440175,9.31917,"LINC01415","268"
"chr8",25734627,9.31901,"EBF2","129"
"chr10",78814856,9.31847,"KCNMA1 & KCNMA1-AS1 & KCNMA1-AS2","395"
"chr7",40308485,9.31594,"SUGCT","202"
"chr5",108634557,9.31594,"LOC285638 & PJA2","544"
"chr1",240088150,9.31594,"CHRM3 & CHRM3-AS1 & RPS7P5","1201"
"chr2",8404110,9.31531,"LINC00299","43"
"chr11",12498227,9.31531,"PARVA","63"
"chr2",134604990,9.31513,"NONAME","674"
"chr6",107459944,9.31474,"BEND3 & C6orf203 & PDSS2","538"
"chr1",74242011,9.31474,"LINC02238","372"
"chr4",102925567,9.31471,"BANK1","515"
"chr18",342544,9.31363,"COLEC12 & THOC1","2"
"chr5",15678848,9.31349,"CTD-2350J17.1 & FBXL7","79"
"chr3",6229183,9.31349,"NONAME","32"
"chr2",98706676,9.31349,"TMEM131 & VWA3B","494"
"chr15",50586836,9.31349,"GABPB1 & GABPB1-AS1 & GABPB1-IT1 & HDC & MIR4712 & SLC27A2","253"
"chr13",97716162,9.31294,"LINC00359 & OXGR1","489"
"chr14",33061486,9.31287,"AKAP6","166"
"chr19",51266784,9.31001,"ACP4 & C19orf48 & CLEC11A & GPR32 & KLK1 & KLK15 & KLK3 & LINC01869 & LOC105372440 & LOC105372441 & SHANK1 & SNORD88A & SNORD88B & SNORD88C","257"
"chr19",6561327,9.306,"CD70 & CRB3 & DENND1C & TNFSF14 & TNFSF9 & TUBB4A","33"
"chr19",559339,9.306,"BSG & CDC34 & FGF22 & GZMM & HCN2 & MADCAM1 & ODF3L2 & POLRMT & RNF126 & SHC2 & TPGS1","3"
"chr6",52836410,9.30486,"FBXO9 & GSTA3 & GSTA4 & ICK","265"
"chr17",3822069,9.30486,"ATP2A3 & CAMKK1 & LINC01975 & NCBP3 & P2RX1 & ZZEF1","20"
"chr4",127537734,9.30468,"NONAME","638"
"chr7",26007702,9.30457,"MIR148A","131"
"chr8",20283918,9.29755,"NONAME","102"
"chr14",97821020,9.29698,"NONAME","490"
"chr5",15571736,9.29574,"CTD-2350J17.1 & FBXL7","78"
"chr6",40346055,9.29383,"LINC00951 & LRFN2 & TDRG1","202"
"chr13",63325416,9.29368,"LINC00448","317"
"chr9",9321597,9.29119,"PTPRD","47"
"chr2",193509,9.29032,"ACP1 & ALKAL2 & SH3YL1","1"
"chr2",8323852,9.28679,"LINC00299","42"
"chr18",8446220,9.28679,"LOC100192426 & PTPRM","43"
"chr20",24869553,9.27569,"APMAP & CST7","125"
"chr1",48969217,9.27495,"AGBL4 & SPATA6","245"
"chr14",46282970,9.27379,"LINC02303","232"
"chr5",31104878,9.26778,"CDH6","156"
"chr15",49404979,9.26656,"COPS2 & GALK2 & MIR4716 & NDUFAF4P1 & SECISBP2L","248"
"chr7",12654570,9.26644,"ARL4A & LOC102725191 & SCIN","64"
"chr11",8738532,9.26644,"LOC102724784 & RPL27A & SNORA3A & SNORA3B & ST5 & TRIM66","44"
"chr6",18479891,9.25913,"MIR548A1 & MIR548A1HG & RNF144B","93"
"chr1",73219478,9.25913,"NONAME","367"
"chr8",135225058,9.25785,"NONAME","677"
"chr14",78008171,9.25465,"AHSA1 & ISM2 & SPTLC2 & VIPAS39","391"
"chr13",108567640,9.24975,"FAM155A & FAM155A-IT1","543"
"chr14",98679071,9.24469,"NONAME","494"
"chr13",58717996,9.24463,"LINC00374 & LINC02338","294"
"chr14",105553403,9.24109,"CDCA4 & CLBA1 & GPR132 & JAG2 & LINC02298 & MIR6765 & NUDT14","528"
"chr1",212868713,9.23591,"ATF3 & BATF3 & FAM71A & NSL1 & TATDN3","1065"
"chr18",11982210,9.22334,"GNAL & IMPA2 & MPPE1","60"
"chr3",146333688,9.21712,"PLSCR1 & PLSCR5","732"
"chr11",35201515,9.21559,"CD44 & LOC100507144 & SLC1A2 & SNORD164","177"
"chr3",100192349,9.21316,"LNP1 & TMEM45A & TOMM70","501"
"chr17",7974834,9.2126,"ALOX12B & ALOX15B & ALOXE3 & GUCY2D & HES7 & MIR4314 & MIR6883 & PER1 & VAMP2","40"
"chr13",96018091,9.2126,"ABCC4 & CLDN10","481"
"chr9",9928093,9.20702,"PTPRD","50"
"chr8",119642918,9.20702,"SAMD12 & SAMD12-AS1","599"
"chr1",175416603,9.20511,"TNR","878"
"chr8",105426201,9.19494,"DCSTAMP & DPYS & LRP12","528"
"chr6",43239561,9.19494,"CRIP3 & CUL9 & DNPH1 & SLC22A7 & SRF & TTBK1 & ZNF318","217"
"chr13",66930599,9.19406,"PCDH9","335"
"chr6",101518767,9.19108,"NONAME","508"
"chr11",106961843,9.18931,"GUCY1A2","535"
"chr18",46549155,9.18928,"DYM & LOC100129878 & MIR4744 & SMAD7","233"
"chr7",6974171,9.18765,"NONAME","35"
"chr1",180174406,9.18701,"ACBD6 & CEP350 & LHX4 & LHX4-AS1 & QSOX1","901"
"chr8",81061523,9.18683,"MIR5708 & TPD52","406"
"chr8",40643406,9.18444,"ZMAT4","204"
"chr14",71348847,9.18115,"MAP3K9 & PCNX1","357"
"chr22",23224970,9.17911,"IGLL5 & MIR5571 & MIR650","117"
"chr6",162321546,9.17869,"PRKN","812"
"chr12",8375922,9.17869,"CLEC4A & FAM66C & FAM86FP & FAM90A1 & LINC02449 & POU5F1P3 & ZNF705A","42"
"chr4",154984880,9.17777,"NONAME","775"
"chr16",18755194,9.17514,"ARL6IP1 & RPS15A & SMG1","94"
"chr3",196410129,9.17274,"CEP19 & FBXO45 & LINC01063 & NRROS & PAK2 & PIGX","983"
"chr3",10271265,9.17274,"ATP2B2 & GHRL & GHRLOS & IRAK2 & LINC00852 & SEC13 & TATDN2 & VHL","52"
"chr5",76288102,9.16998,"AGGF1 & CRHBP & S100Z & SNORA47 & ZBED3 & ZBED3-AS1","382"
"chr11",43543367,9.1634,"MIR129-2 & MIR670 & MIR670HG & TTC17","218"
"chr1",194557475,9.16291,"NONAME","973"
"chr12",102391695,9.15794,"DRAM1 & NUP37 & WASHC3","512"
"chr3",138980265,9.15676,"COPB2 & MRPS22 & PISRT1","695"
"chr11",23307568,9.15669,"NONAME","117"
"chr8",32963969,9.15524,"NONAME","165"
"chr6",50351870,9.15483,"NONAME","252"
"chr8",41690732,9.15444,"ANK1 & KAT6A","209"
"chr5",87894617,9.14948,"LINC00461 & MEF2C-AS2 & MIR9-2","440"
"chr1",28380471,9.14948,"EYA3 & PTAFR & SMPDL3B & XKR8","142"
"chr3",15196123,9.14799,"CAPN7 & COL6A4P1 & MRPS25 & RBSN & SH3BP5 & SH3BP5-AS1","76"
"chr5",165675683,9.14647,"NONAME","829"
"chr4",126931413,9.14647,"NONAME","635"
"chr11",96231543,9.14647,"JRKL-AS1 & LOC105369443","482"
"chr11",95321083,9.14647,"NONAME","477"
"chr5",107237147,9.14555,"FBXL17","537"
"chr2",133707706,9.14329,"NCKAP5 & NCKAP5-AS1","669"
"chr15",33995174,9.14038,"RYR3","170"
"chr4",137945366,9.13697,"LINC02511","690"
"chr1",6818780,9.13669,"CAMTA1 & CAMTA1-DT & DNAJC11 & LINC01672","35"
"chr6",84301123,9.13479,"PRSS35 & SNAP91","422"
"chr4",130514645,9.13479,"NONAME","653"
"chr5",87486208,9.13466,"TMEM161B & TMEM161B-AS1","438"
"chr2",76264732,9.13466,"NONAME","382"
"chr2",148033257,9.13466,"NONAME","741"
"chr10",72412823,9.13466,"ADAMTS14 & PALD1 & PRF1","363"
"chr1",74898990,9.13466,"FPGT-TNNI3K & LRRC53 & TNNI3K","375"
"chr2",2276662,9.13328,"MYT1L & MYT1L-AS1","12"
"chr2",102866273,9.13191,"IL1R1 & IL1RL1 & IL1RL2","515"
"chr19",761486,9.13112,"AZU1 & CFD & ELANE & FSTL3 & MIR3187 & MIR4745 & MISP & PALM & PLPPR3 & PRSS57 & PRTN3 & PTBP1 & RNF126","4"
"chr18",34942371,9.12996,"CELF4 & LOC105372068","175"
"chr13",68478108,9.12985,"NONAME","343"
"chr13",99424737,9.12619,"DOCK9 & DOCK9-AS1 & SLC15A1","498"
"chr5",145555583,9.12524,"LARS & PLAC8L1 & RBM27","728"
"chr13",67252038,9.12345,"PCDH9","337"
"chr2",236471151,9.12022,"AGAP1 & AGAP1-IT1 & TNRC17","1183"
"chr15",26219941,9.12022,"LINC02346","132"
"chr7",25979194,9.12007,"MIR148A","130"
"chr2",41187574,9.1168,"NONAME","206"
"chr18",68600379,9.11673,"NONAME","344"
"chr18",65011989,9.11409,"NONAME","326"
"chr12",103196563,9.11264,"LINC00485 & PAH","516"
"chr13",32300836,9.10941,"RXFP2","162"
"chr6",12916095,9.10868,"PHACTR1","65"
"chr14",27889198,9.10868,"LOC728755","140"
"chr5",166362381,9.10565,"LINC01947","832"
"chr19",40170053,9.10244,"CLC & LEUTX & LGALS13 & LGALS14 & LGALS16 & LGALS17A & LOC100129935","201"
"chr11",112207339,9.10169,"LOC100132686 & LOC283140 & PLET1","562"
"chr1",20625054,9.09783,"LINC01141 & LINC01757 & VWA5B1","104"
"chr1",76220863,9.09497,"ACADM & DLSTP1 & MSH4 & RABGGTB & SNORD45A & SNORD45B & SNORD45C","382"
"chr11",3248942,9.09309,"MRGPRE & MRGPRG & MRGPRG-AS1 & OSBPL5","17"
"chr9",133909619,9.0911,"AIF1L & FIBCD1 & LAMC3 & NUP214","670"
"chr5",76105051,9.0911,"F2R & F2RL1 & NCRUPAR & S100Z","381"
"chr2",202816550,9.08704,"CDK15 & FZD7","1015"
"chr16",89755484,9.08704,"CDK10 & CHMP1A & CPNE7 & DPEP1 & FANCA & SPATA2L & SPATA33 & VPS9D1 & VPS9D1-AS1 & ZNF276","449"
"chr12",31381501,9.08486,"FLJ13224 & OVOS2 & SINHCAF","157"
"chr10",58373748,9.08008,"NONAME","292"
"chr6",55203868,9.07105,"GFRAL & HCRTR2 & HMGCLL1","277"
"chr13",71612114,9.0702,"LINC00348","359"
"chr12",2167499,9.06594,"CACNA1C & CACNA1C-IT2 & DCP1B","11"
"chr10",106920300,9.05954,"SORCS3","535"
"chr18",53748640,9.05697,"LINC01539 & LINC01905 & LOC642484","269"
"chr11",102397284,9.0569,"LOC101928424 & LOC102723838 & MMP20 & MMP7 & TMEM123","512"
"chr9",29596142,9.05677,"NONAME","148"
"chr14",47881072,9.05599,"MDGA2","240"
"chr9",81333004,9.05027,"NONAME","407"
"chr17",72814576,9.05017,"FADS6 & FDXR & GRIN2C & MIR3615 & NAT9 & RAB37 & SLC9A3R1 & TMEM104 & USH1G","365"
"chr12",132332656,9.04941,"MMP17 & PUS1 & SFSWAP & ULK1","662"
"chr15",26915998,9.04849,"GABRB3","135"
"chr8",23625062,9.04832,"NKX2-6 & NKX3-1 & STC1","119"
"chr3",140179854,9.04729,"CLSTN2 & CLSTN2-AS1","701"
"chr6",161415693,9.04441,"MAP3K4","808"
"chr6",10897488,9.04441,"ELOVL2 & GCM2 & LOC101928191 & MAK & SYCP2L","55"
"chr2",164433593,9.04441,"FIGN","823"
"chr17",66208498,9.04441,"AMZ2 & ARHGAP27P2 & ARSG & LINC00674 & SLC16A6","332"
"chr7",30783829,9.04358,"CRHR2 & INMT & INMT-MINDY4 & MINDY4","154"
"chr5",159166418,9.04358,"LINC01847","796"
"chr5",10624887,9.03718,"ANKRD33B & DAP","54"
"chr1",82202642,9.03563,"ADGRL2","412"
"chr5",104869476,9.03513,"NONAME","525"
"chr4",164929896,9.03472,"MARCH1","825"
"chr15",41844317,9.03391,"ITPKA & LTK & RPAP1 & RTF1 & TYRO3","210"
"chr2",86839153,9.03269,"CHMP3 & RNF103 & RNF103-CHMP3","435"
"chr1",73467934,9.03269,"NONAME","368"
"chr2",87874983,9.03172,"CYTOR & MIR4435-1 & MIR4435-2","440"
"chr8",6745468,9.03165,"DEFA1 & DEFA10P & DEFA1B & DEFA4 & DEFA6 & DEFA8P & DEFA9P & DEFB1 & DEFT1P & DEFT1P2 & GS1-24F4.2 & XKR5","34"
"chr6",12202484,9.02827,"EDN1 & HIVEP1","62"
"chr4",60635907,9.02827,"NONAME","304"
"chr4",128411933,9.02827,"NONAME","643"
"chr10",27974470,9.02664,"MKX & MKX-AS1","140"
"chr6",70760049,9.02462,"COL19A1","354"
"chr5",93590268,9.02223,"KIAA0825","468"
"chr16",73447886,9.02223,"LINC01568","368"
"chr1",114878655,9.01957,"TRIM33","575"
"chr5",97220586,9.01167,"LINC02234","487"
"chr9",32364754,9.00234,"ACO1 & DDX58","162"
"chr5",36652409,9.00234,"SLC1A3","184"
"chr1",77718252,9.00234,"AK5 & PIGK","389"
"chr5",10998153,9.00219,"CTNND2","55"
"chr5",136039128,9.00168,"NONAME","681"
"chr15",87804215,8.99723,"NONAME","440"
"chr11",10466474,8.99631,"AMPD3 & CAND1.11 & MIR4485 & MRVI1-AS1 & MTRNR2L8 & RNF141","53"
"chr1",59181597,8.99408,"JUN & LINC01135 & MYSM1","296"
"chr1",42830317,8.98926,"CCDC30 & FOXJ3 & PPCS & RIMKLA & ZMYND12","215"
"chr15",66952824,8.98805,"LCTL & LINC01169 & SMAD6","335"
"chr17",75366269,8.98765,"LOC105371907 & MIR4316 & SEPT9","377"
"chr4",163791766,8.98711,"NONAME","819"
"chr4",140707736,8.98711,"MAML3 & MGST2","704"
"chr21",47036039,8.98711,"LINC01694 & PCBP3 & SLC19A1","236"
"chr13",25235616,8.98459,"ATP12A & TPTE2P6","127"
"chr1",161567067,8.98459,"FCGR2A & FCGR2B & FCGR2C & FCGR3A & FCGR3B & HSPA6 & HSPA7 & RPL31P11","808"
"chr13",72893877,8.98365,"NONAME","365"
"chr9",14033662,8.98187,"LINC00583 & NFIB","71"
"chr8",80616108,8.98187,"HEY1 & LINC01607 & LOC101927040 & STMN2","404"
"chr3",33311039,8.98187,"FBXL2 & SUSD5","167"
"chr2",55154794,8.98187,"EML6 & RTN4","276"
"chr11",102661961,8.98187,"MMP1 & MMP10 & MMP12 & MMP27 & MMP3 & MMP8 & WTAPP1","514"
"chr6",55991994,8.98076,"COL21A1","280"
"chr12",104874471,8.97822,"CHST11","525"
"chr5",136710961,8.97678,"SPOCK1","684"
"chr10",131155192,8.9761,"NONAME","656"
"chr1",229556990,8.9714,"ABCB10 & ACTA1 & CCSAP & LOC101927478 & NUP133","1148"
"chr10",119354349,8.97132,"EMX2 & EMX2OS","597"
"chr9",139391338,8.96901,"C9orf163 & ENTR1 & INPP5E & MIR4673 & MIR4674 & NALT1 & NOTCH1 & PMPCA & SEC16A & SNAPC4","697"
"chr8",117365975,8.9686,"LINC00536","587"
"chr6",69596380,8.9686,"ADGRB3","348"
"chr9",1685225,8.96404,"NONAME","9"
"chr13",58374934,8.9639,"PCDH17","292"
"chr5",80027830,8.96099,"DHFR & MSH3 & MTRNR2L2","401"
"chr9",29635893,8.9565,"NONAME","149"
"chr2",69348524,8.95454,"ANTXR1 & MIR3126","347"
"chr11",106689130,8.94641,"GUCY1A2","534"
"chr15",53024679,8.94245,"FAM214A & ONECUT1","266"
"chr13",108693607,8.94111,"NONAME","544"
"chr11",26671436,8.94111,"ANO3 & MUC15 & SLC5A12","134"
"chr15",75404506,8.93746,"C15orf39 & PPCDC & SCAMP5","378"
"chr2",105223181,8.93727,"LINC01102 & LINC01103","527"
"chr8",61792847,8.93168,"CHD7 & LOC100130298","309"
"chr12",96997680,8.92862,"CFAP54","485"
"chr12",15624785,8.92202,"PTPRO","79"
"chr6",106111226,8.9148,"NONAME","531"
"chr8",29670860,8.91173,"LINC00589 & LINC02099 & LOC101929470","149"
"chr17",36544507,8.91173,"ARHGAP23 & GPR179 & MRPL45 & SOCS7","183"
"chr10",123485809,8.91173,"ATE1","618"
"chr1",76890747,8.91173,"ST6GALNAC3","385"
"chr1",169440940,8.90915,"BLZF1 & CCDC181 & F5 & SLC19A2","848"
"chr7",18245232,8.90643,"HDAC9 & MIR1302-6","92"
"chr9",30875689,8.90534,"NONAME","155"
"chr3",119000351,8.90534,"ARHGAP31 & ARHGAP31-AS1 & B4GALT4 & B4GALT4-AS1 & UPK1B","596"
"chr17",29986020,8.90534,"MIR193A & MIR365B & MIR4725","150"
"chr15",76278367,8.90534,"FBXO22 & NRG4 & TMEM266 & UBE2Q2","382"
"chr12",133172649,8.90534,"FBRSL1 & LRCOL1 & MIR6763 & P2RX2 & POLE & PXMP2","666"
"chr1",43289258,8.90534,"C1orf50 & CLDN19 & ERMAP & LOC105378683 & LOC339539 & P3H1 & SVBP & TMEM269 & ZNF691","217"
"chr4",91849744,8.90381,"CCSER1","460"
"chr16",64399542,8.90381,"NONAME","322"
"chr8",22630235,8.89897,"EGR3 & PEBP4","114"
"chr2",68548717,8.89515,"CNRIP1 & PLEK & PPP3R1","343"
"chr1",72975089,8.89515,"NONAME","365"
"chr9",5501213,8.8915,"CD274 & PDCD1LG2 & PLGRKT","28"
"chr2",163994411,8.89103,"NONAME","820"
"chr5",81715365,8.88763,"ATP6AP1L","409"
"chr6",53996303,8.88031,"MLIP & MLIP-AS1","270"
"chr9",104628790,8.87546,"NONAME","524"
"chr5",75202087,8.87546,"NONAME","377"
"chr1",198191785,8.86392,"NEK7","991"
"chr1",53827004,8.86352,"DMRTB1 & LINC01771 & LRP8 & SLC25A3P1","270"
"chr22",23646477,8.85633,"BCR & CES5AP1 & FBXW4P1 & LINC02556 & ZDHHC8P1","119"
"chr15",31622117,8.85633,"KLF13 & LOC283710","159"
"chr14",83968887,8.85541,"NONAME","420"
"chr1",73198947,8.85389,"NONAME","366"
"chr13",20705105,8.8484,"GJA3 & GJB2 & GJB6 & LINC01072 & ZMYM2","104"
"chr3",97199383,8.84578,"EPHA6","486"
"chr8",129648188,8.84442,"LINC00824","649"
"chr5",127933152,8.84442,"FBN2","640"
"chr6",159796214,8.84297,"LINC02529","799"
"chr3",144553578,8.84297,"NONAME","723"
"chr2",136990560,8.84297,"NONAME","685"
"chr2",12687892,8.84297,"MIR3681HG","64"
"chr18",196185,8.84297,"MIR8078 & ROCK1P1 & THOC1 & USP14","1"
"chr16",69545116,8.84297,"CYB5B & MIR1538 & NFAT5","348"
"chr11",12624346,8.84297,"PARVA & TEAD1","64"
"chr5",167070649,8.83908,"TENM2","836"
"chr17",35509834,8.8334,"AATF & ACACA & SNORA90","178"
"chr10",123798747,8.8334,"ATE1-AS1 & NSMCE4A & TACC2","619"
"chr9",112067470,8.83039,"EPB41L4B & PTPN3","561"
"chr4",174853026,8.82954,"LINC02269","875"
"chr8",104968340,8.82939,"RIMS2","525"
"chr21",23550195,8.82939,"LINC00308 & LINC01687","118"
"chr12",46516676,8.8257,"SLC38A1","233"
"chr11",101993498,8.82258,"CFAP300 & YAP1","510"
"chr9",34680298,8.81985,"ARID3C & CCL19 & CCL21 & CCL27 & CNTFR & CNTFR-AS1 & DCTN3 & FAM205A & GALT & IL11RA & LOC730098 & RPP25L & SIGMAR1","174"
"chr3",9761940,8.81942,"ARPC4 & ARPC4-TTLL3 & BRPF1 & CAMK1 & CPNE9 & MTMR14 & OGG1 & TADA3 & TTLL3","49"
"chr11",76351906,8.8185,"EMSY & GUCY2EP & LRRC32","382"
"chr10",24627638,8.81658,"KIAA1217 & MIR603","124"
"chr18",43972062,8.80663,"LOXHD1 & RNF165","220"
"chr15",41115279,8.80557,"C15orf62 & DNAJC17 & GCHFR & LOC105370943 & PPP1R14D & RAD51 & RHOV & RMDN3 & SPINT1 & SPINT1-AS1 & VPS18 & ZFYVE19","206"
"chr16",3301360,8.80185,"LINC00921 & MEFV & OR1F1 & OR1F2P & TIGD7 & ZNF200 & ZNF263 & ZNF75A","17"
"chr6",138073403,8.79689,"LINC02539 & LOC100130476 & LOC102723649","691"
"chr9",72471862,8.79226,"C9orf135 & C9orf135-DT & PTAR1","363"
"chr2",138308422,8.79226,"THSD7B","692"
"chr16",16912638,8.79226,"NONAME","85"
"chr15",43678663,8.78712,"ADAL & LCMT2 & TGM7 & TP53BP1 & TUBGCP4 & ZSCAN29","219"
"chr6",123138685,8.78483,"FABP7 & PKIB & SMPDL3A","616"
"chr4",57024345,8.78483,"KIAA1211","286"
"chr15",87154079,8.78483,"AGBL1","436"
"chr13",71554752,8.78483,"LINC00348","358"
"chr11",61618831,8.78151,"BEST1 & DKFZP434K028 & FADS1 & FADS2 & FADS3 & FEN1 & MIR1908 & MIR611 & MIR6746 & MYRF & RAB3IL1 & TMEM258","309"
"chr5",57934997,8.78049,"LINC02108 & RAB3C","290"
"chr20",2751612,8.77486,"C20orf141 & CPXM1 & EBF4 & PCED1A & PTPRA & TMEM239 & VPS16","14"
"chr10",7637970,8.77242,"ITIH5","39"
"chr12",32065278,8.76562,"LINC02422 & RESF1","161"
"chr11",28778377,8.76562,"NONAME","144"
"chr11",106320366,8.76562,"NONAME","532"
"chr5",38467634,8.76284,"EGFLAM & EGFLAM-AS2 & LIFR & LIFR-AS1 & MIR3650","193"
"chr12",22788283,8.75805,"C2CD5 & ETNK1 & LOC105369691","114"
"chr5",75196002,8.75704,"NONAME","376"
"chr18",14439082,8.75693,"CXADRP3 & CYP4F35P & POTEC","73"
"chr10",31986928,8.75693,"NONAME","160"
"chr1",8531417,8.75487,"RERE & RERE-AS1 & SNORD128","43"
"chr8",129297518,8.7521,"NONAME","647"
"chr8",33147297,8.75127,"FUT10","166"
"chr4",83022127,8.75019,"NONAME","416"
"chr4",168054809,8.74756,"SPOCK3","841"
"chr10",33680982,8.74756,"NRP1","169"
"chr1",192595376,8.7467,"MIR4426 & RGS1 & RGS13","963"
"chr6",106627910,8.74601,"ATG5 & PRDM1","534"
"chr22",29930077,8.73909,"NEFH & NF2 & NIPSNAP1 & RFPL1 & RFPL1S & THOC5","150"
"chr15",52197576,8.73831,"LEO1 & LOC100422556 & TMOD2 & TMOD3","261"
"chr1",41405749,8.73831,"CITED4 & CTPS1 & KCNQ4 & SCMH1 & SLFNL1 & SLFNL1-AS1","208"
"chr8",127968290,8.7378,"PCAT1","640"
"chr2",147519247,8.73699,"NONAME","738"
"chr10",69608322,8.73658,"DNAJC12 & HERC4 & SIRT1","349"
"chr10",15018978,8.73658,"ACBD7 & ACBD7-DCLRE1CP1 & DCLRE1C & DCLRE1CP1 & MEIG1 & OLAH & SUV39H2","76"
"chr13",85114555,8.73639,"LINC00333","426"
"chr10",70255811,8.7362,"DNA2 & RUFY2 & SLC25A16 & TET1","352"
"chr9",32405113,8.7361,"ACO1 & DDX58","163"
"chr13",66397361,8.73496,"LINC01052","332"
"chr11",91946713,8.73496,"NONAME","460"
"chr11",124578282,8.73249,"ESAM & LOC100507283 & LOC101929340 & MSANTD2 & NRGN & PANX3 & SIAE & SPA17 & TBRG1 & VSIG2","623"
"chr2",162458401,8.7211,"AHCTF1P1 & SLC4A10","813"
"chr10",29781465,8.72034,"MIR604 & SVIL & SVIL-AS1","149"
"chr19",16417676,8.71944,"AP1M1 & EPS15L1 & KLF2","83"
"chr6",35421086,8.7163,"FANCE & MIR7111 & PPARD & RPL10A & TEAD3 & TULP1","178"
"chr6",42472756,8.71548,"TRERF1 & UBR2","213"
"chr2",46478407,8.7154,"EPAS1 & PRKCE","233"
"chr11",75088676,8.7154,"ARRB1 & GDPD5 & KLHL35 & MIR326 & RPS3 & SNORD15A & SNORD15B","376"
"chr16",28617885,8.71385,"EIF3C & IL27 & NPIPB8 & NUPR1 & SGF29 & SULT1A1 & SULT1A2","144"
"chr10",131235255,8.71156,"MGMT","657"
"chr3",31449457,8.71071,"NONAME","158"
"chr12",77259410,8.70596,"CSRP2 & ZDHHC17","387"
"chr6",157064953,8.70432,"ARID1B & MIR4466","786"
"chr8",134540362,8.70347,"ST3GAL1","673"
"chr16",29106324,8.70347,"RRN3P2","146"
"chr1",88202958,8.70332,"NONAME","442"
"chr6",163198362,8.69979,"PACRG & PRKN","816"
"chr3",10948486,8.69464,"SLC6A1 & SLC6A1-AS1 & SLC6A11","55"
"chr16",64817709,8.6946,"NONAME","325"
"chr6",154649526,8.69024,"CNKSR3 & IPCEF1 & OPRM1","774"
"chr14",94852219,8.69024,"SERPINA1 & SERPINA10 & SERPINA11 & SERPINA2 & SERPINA6 & SERPINA9","475"
"chr9",80291881,8.69011,"GNA14 & GNAQ","402"
"chr5",79965555,8.69011,"ANKRD34B & DHFR & LINC01337 & MSH3 & MTRNR2L2","400"
"chr16",74987963,8.68648,"WDR59 & ZNRF1","375"
"chr9",101338331,8.68622,"GABBR2","507"
"chr3",118762363,8.67944,"IGSF11 & IGSF11-AS1","594"
"chr16",78828121,8.677,"WWOX","395"
"chr8",10174710,8.67565,"MSRA","51"
"chr5",8083927,8.67565,"NONAME","41"
"chr13",66744279,8.6701,"MIR4704","334"
"chr1",15406935,8.6701,"C1orf195 & KAZN & TMEM51 & TMEM51-AS1","78"
"chr21",30094261,8.67006,"NONAME","151"
"chr9",9439246,8.66922,"PTPRD","48"
"chr15",56783015,8.6684,"MNS1 & TEX9","284"
"chr15",49370329,8.66399,"COPS2 & GALK2 & MIR4716 & NDUFAF4P1 & SECISBP2L","247"
"chr5",161011096,8.66298,"GABRB2","806"
"chr9",119620691,8.66285,"ASTN2","599"
"chr4",133941659,8.66285,"LOC101927359","670"
"chr10",78597550,8.66285,"KCNMA1 & KCNMA1-AS1","393"
"chr10",28134797,8.66285,"ARMC4 & MKX-AS1","141"
"chr13",49915634,8.66143,"CAB39L & CDADC1 & LOC105370203","250"
"chr13",63436280,8.65979,"LINC00448","318"
"chr10",72742954,8.65085,"LOC105378349 & PCBD1","364"
"chr12",123160901,8.64515,"CCDC62 & DENR & HCAR1 & HCAR2 & HCAR3 & KNTC1","616"
"chr3",61931534,8.64512,"PTPRG","310"
"chr21",38605431,8.64468,"DSCR9 & TTC3 & TTC3-AS1 & VPS26C","194"
"chr3",34980352,8.64439,"LOC101928135","175"
"chr2",30595796,8.64149,"LCLAT1 & LINC01936","153"
"chr5",150827301,8.64046,"FAT2 & MIR6499 & SLC36A1","755"
"chr15",33326199,8.64046,"FMN1","167"
