ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000095794,10,35126791,35212958,chr10:35126791,chr10:35212958,86167
ENSG00000096717,10,67884656,67918390,chr10:67884656,chr10:67918390,33734
ENSG00000097033,1,86704570,86748184,chr1:86704570,chr1:86748184,43614
ENSG00000099331,19,17075781,17214537,chr19:17075781,chr19:17214537,138756
ENSG00000099810,9,21802636,21937651,chr9:21802636,chr9:21937651,135015
ENSG00000099860,19,2476122,2478259,chr19:2476122,chr19:2478259,2137
ENSG00000099953,22,23768226,23784316,chr22:23768226,chr22:23784316,16090
ENSG00000099985,22,30262829,30266851,chr22:30262829,chr22:30266851,4022
ENSG00000100023,22,21666009,21700015,chr22:21666009,chr22:21700015,34006
ENSG00000100024,22,24494107,24528390,chr22:24494107,chr22:24528390,34283
ENSG00000100100,22,31281594,31292534,chr22:31281594,chr22:31292534,10940
ENSG00000100109,22,26491225,26512505,chr22:26491225,chr22:26512505,21280
ENSG00000100151,22,38056311,38075701,chr22:38056311,chr22:38075701,19390
ENSG00000100284,22,35299275,35347992,chr22:35299275,chr22:35347992,48717
ENSG00000100417,22,41576900,41589871,chr22:41576900,chr22:41589871,12971
ENSG00000100427,22,50059391,50085902,chr22:50059391,chr22:50085902,26511
ENSG00000100532,14,54509812,54539292,chr14:54509812,chr14:54539292,29480
ENSG00000100580,14,77335029,77377094,chr14:77335029,chr14:77377094,42065
ENSG00000100644,14,61695513,61748259,chr14:61695513,chr14:61748259,52746
ENSG00000100650,14,69726900,69772005,chr14:69726900,chr14:69772005,45105
ENSG00000100731,14,70907405,71115382,chr14:70907405,chr14:71115382,207977
ENSG00000100796,14,91457611,91510554,chr14:91457611,chr14:91510554,52943
ENSG00000100815,14,91965991,92040896,chr14:91965991,chr14:92040896,74905
ENSG00000100852,14,32076114,32159728,chr14:32076114,chr14:32159728,83614
ENSG00000100934,14,39031919,39109646,chr14:39031919,chr14:39109646,77727
ENSG00000100982,20,45934683,45948023,chr20:45934683,chr20:45948023,13340
ENSG00000100985,20,46008908,46016561,chr20:46008908,chr20:46016561,7653
ENSG00000101082,20,36612318,36646196,chr20:36612318,chr20:36646196,33878
ENSG00000101181,20,62183029,62203568,chr20:62183029,chr20:62203568,20539
ENSG00000101350,20,32277651,32335011,chr20:32277651,chr20:32335011,57360
ENSG00000101367,20,32819954,32850405,chr20:32819954,chr20:32850405,30451
ENSG00000101457,20,45791954,45811427,chr20:45791954,chr20:45811427,19473
ENSG00000101574,18,2537525,2571509,chr18:2537525,chr18:2571509,33984
ENSG00000101751,18,54269404,54321266,chr18:54269404,chr18:54321266,51862
ENSG00000101977,X,139581770,139708227,chrX:139581770,chrX:139708227,126457
ENSG00000102010,X,15464246,15556529,chrX:15464246,chrX:15556529,92283
ENSG00000102081,X,147911951,147951125,chrX:147911951,chrX:147951125,39174
ENSG00000102189,12,92770637,92929331,chr12:92770637,chr12:92929331,158694
ENSG00000102265,X,47582408,47586789,chrX:47582408,chrX:47586789,4381
ENSG00000102302,X,54445454,54496234,chrX:54445454,chrX:54496234,50780
ENSG00000102445,13,46342000,46438190,chr13:46342000,chr13:46438190,96190
ENSG00000102554,13,73054976,73077541,chr13:73054976,chr13:73077541,22565
ENSG00000102910,16,48244300,48363122,chr16:48244300,chr16:48363122,118822
ENSG00000103111,16,77190835,77202398,chr16:77190835,chr16:77202398,11563
ENSG00000103479,16,53433977,53491648,chr16:53433977,chr16:53491648,57671
ENSG00000103496,16,31032889,31042975,chr16:31032889,chr16:31042975,10086
ENSG00000103510,16,31114489,31131393,chr16:31114489,chr16:31131393,16904
ENSG00000103569,15,58138169,58185911,chr15:58138169,chr15:58185911,47742
ENSG00000103653,15,74782057,74803198,chr15:74782057,chr15:74803198,21141
ENSG00000103852,15,99136323,99251223,chr15:99136323,chr15:99251223,114900
ENSG00000104825,19,38899700,38908893,chr19:38899700,chr19:38908893,9193
ENSG00000104835,19,38915266,38930896,chr19:38915266,chr19:38930896,15630
ENSG00000104870,19,49506816,49526428,chr19:49506816,chr19:49526428,19612
ENSG00000104915,19,13144058,13150383,chr19:13144058,chr19:13150383,6325
ENSG00000105339,8,141117278,141195808,chr8:141117278,chr8:141195808,78530
ENSG00000105352,19,41618971,41627074,chr19:41618971,chr19:41627074,8103
ENSG00000105370,19,51379909,51387960,chr19:51379909,chr19:51387960,8051
ENSG00000105552,19,48795062,48811029,chr19:48795062,chr19:48811029,15967
ENSG00000105576,19,12699194,12724011,chr19:12699194,chr19:12724011,24817
ENSG00000105607,19,12891160,12914207,chr19:12891160,chr19:12914207,23047
ENSG00000105662,19,18683678,18782333,chr19:18683678,chr19:18782333,98655
ENSG00000105676,19,19033575,19060311,chr19:19033575,chr19:19060311,26736
ENSG00000105708,19,19710472,19733112,chr19:19710472,chr19:19733112,22640
ENSG00000105778,7,32495426,32588726,chr7:32495426,chr7:32588726,93300
ENSG00000105879,7,107743949,107761667,chr7:107743949,chr7:107761667,17718
ENSG00000105948,7,139133744,139191986,chr7:139133744,chr7:139191986,58242
ENSG00000106211,7,76302673,76304295,chr7:76302673,chr7:76304295,1622
ENSG00000106348,7,128392277,128410252,chr7:128392277,chr7:128410252,17975
ENSG00000106366,7,101127104,101139247,chr7:101127104,chr7:101139247,12143
ENSG00000106392,7,7156934,7248616,chr7:7156934,chr7:7248616,91682
ENSG00000107551,10,44959407,44995891,chr10:44959407,chr10:44995891,36484
ENSG00000107736,10,71396920,71815947,chr10:71396920,chr10:71815947,419027
ENSG00000107789,10,87504875,87553461,chr10:87504875,chr10:87553461,48586
ENSG00000107951,10,30309801,30374448,chr10:30309801,chr10:30374448,64647
ENSG00000108021,10,5684838,5763740,chr10:5684838,chr10:5763740,78902
ENSG00000108064,10,58385345,58399220,chr10:58385345,chr10:58399220,13875
ENSG00000108509,17,4967992,4987675,chr17:4967992,chr17:4987675,19683
ENSG00000108523,17,4940008,4945222,chr17:4940008,chr17:4945222,5214
ENSG00000108528,17,4937130,4940053,chr17:4937130,chr17:4940053,2923
ENSG00000108788,17,42567068,42573239,chr17:42567068,chr17:42573239,6171
ENSG00000108854,17,64542282,64662307,chr17:64542282,chr17:64662307,120025
ENSG00000109118,17,28905250,28951771,chr17:28905250,chr17:28951771,46521
ENSG00000109272,4,73853296,73854483,chr4:73853296,chr4:73854483,1187
ENSG00000109321,4,74445136,74455005,chr4:74445136,chr4:74455005,9869
ENSG00000109466,4,165207561,165323156,chr4:165207561,chr4:165323156,115595
ENSG00000109501,4,6269849,6303265,chr4:6269849,chr4:6303265,33416
ENSG00000109775,4,185399537,185425979,chr4:185399537,chr4:185425979,26442
ENSG00000109790,4,39045039,39126857,chr4:39045039,chr4:39126857,81818
ENSG00000109881,11,27330827,27363234,chr11:27330827,chr11:27363234,32407
ENSG00000110063,11,126304060,126350005,chr11:126304060,chr11:126350005,45945
ENSG00000110074,11,126269055,126278131,chr11:126269055,chr11:126278131,9076
ENSG00000110077,11,60172014,60184666,chr11:60172014,chr11:60184666,12652
ENSG00000110696,11,16613132,16758340,chr11:16613132,chr11:16758340,145208
ENSG00000110717,11,68030617,68036644,chr11:68030617,chr11:68036644,6027
ENSG00000110721,11,68052859,68121444,chr11:68052859,chr11:68121444,68585
ENSG00000110768,11,18322295,18367045,chr11:18322295,chr11:18367045,44750
ENSG00000110906,12,109448655,109477359,chr12:109448655,chr12:109477359,28704
ENSG00000111142,12,95473520,95515839,chr12:95473520,chr12:95515839,42319
ENSG00000111237,12,110491083,110502111,chr12:110491083,chr12:110502111,11028
ENSG00000111269,12,12611827,12645108,chr12:12611827,chr12:12645108,33281
ENSG00000111300,12,112026689,112108796,chr12:112026689,chr12:112108796,82107
ENSG00000111412,12,116710171,116738070,chr12:116710171,chr12:116738070,27899
ENSG00000111581,12,68686951,68745809,chr12:68686951,chr12:68745809,58858
ENSG00000111615,12,75490863,75511636,chr12:75490863,chr12:75511636,20773
ENSG00000111679,12,6946468,6961316,chr12:6946468,chr12:6961316,14848
ENSG00000111850,6,87322583,87399749,chr6:87322583,chr6:87399749,77166
ENSG00000111877,6,118813442,118935162,chr6:118813442,chr6:118935162,121720
ENSG00000111880,6,88609897,88963618,chr6:88609897,chr6:88963618,353721
ENSG00000112062,6,36027677,36111236,chr6:36027677,chr6:36111236,83559
ENSG00000112249,6,100508194,100881372,chr6:100508194,chr6:100881372,373178
ENSG00000112282,6,131573966,131628242,chr6:131573966,chr6:131628242,54276
ENSG00000112511,6,33410399,33416453,chr6:33410399,chr6:33416453,6054
ENSG00000112667,6,43225629,43229484,chr6:43225629,chr6:43229484,3855
ENSG00000112715,6,43770184,43786487,chr6:43770184,chr6:43786487,16303
ENSG00000112874,5,103548855,103562790,chr5:103548855,chr5:103562790,13935
ENSG00000113119,5,140639427,140645408,chr5:140639427,chr5:140645408,5981
ENSG00000113384,5,32124716,32174319,chr5:32124716,chr5:32174319,49603
ENSG00000113593,5,65563236,65587549,chr5:65563236,chr5:65587549,24313
ENSG00000113721,5,150113839,150155872,chr5:150113839,chr5:150155872,42033
ENSG00000113758,5,177456608,177474401,chr5:177456608,chr5:177474401,17793
ENSG00000113763,5,176810519,176880898,chr5:176810519,chr5:176880898,70379
ENSG00000113838,3,186546067,186570543,chr3:186546067,chr3:186570543,24476
ENSG00000113966,3,97764521,97801229,chr3:97764521,chr3:97801229,36708
ENSG00000114026,3,9749944,9788219,chr3:9749944,chr3:9788219,38275
ENSG00000114107,3,138494344,138594538,chr3:138494344,chr3:138594538,100194
ENSG00000114268,3,48517684,48562015,chr3:48517684,chr3:48562015,44331
ENSG00000114346,3,172750682,172821474,chr3:172750682,chr3:172821474,70792
ENSG00000114626,3,127672935,127680926,chr3:127672935,chr3:127680926,7991
ENSG00000114650,3,47413681,47477126,chr3:47413681,chr3:47477126,63445
ENSG00000114812,3,42489299,42537573,chr3:42489299,chr3:42537573,48274
ENSG00000114857,3,42600655,42648735,chr3:42600655,chr3:42648735,48080
ENSG00000115109,2,120013077,120179119,chr2:120013077,chr2:120179119,166042
ENSG00000115137,2,24943636,24972094,chr2:24943636,chr2:24972094,28458
ENSG00000115170,2,157736444,157876330,chr2:157736444,chr2:157876330,139886
ENSG00000115233,2,161308425,161411717,chr2:161308425,chr2:161411717,103292
ENSG00000115421,2,60756253,60802086,chr2:60756253,chr2:60802086,45833
ENSG00000115474,2,232765802,232776565,chr2:232765802,chr2:232776565,10763
ENSG00000115540,2,197515571,197553699,chr2:197515571,chr2:197553699,38128
ENSG00000115556,2,218607855,218637184,chr2:218607855,chr2:218637184,29329
ENSG00000115590,2,101991960,102028544,chr2:101991960,chr2:102028544,36584
ENSG00000115661,2,219245455,219250337,chr2:219245455,chr2:219250337,4882
ENSG00000115750,2,9843443,9934416,chr2:9843443,chr2:9934416,90973
ENSG00000115816,2,37201612,37231596,chr2:37201612,chr2:37231596,29984
ENSG00000115825,2,37250502,37324808,chr2:37250502,chr2:37324808,74306
ENSG00000115966,2,175072250,175168382,chr2:175072250,chr2:175168382,96132
ENSG00000116017,19,925781,975939,chr19:925781,chr19:975939,50158
ENSG00000116213,1,3630767,3652761,chr1:3630767,chr1:3652761,21994
ENSG00000116604,1,156463727,156500779,chr1:156463727,chr1:156500779,37052
ENSG00000116754,1,70205682,70253052,chr1:70205682,chr1:70253052,47370
ENSG00000116824,1,116754430,116769229,chr1:116754430,chr1:116769229,14799
ENSG00000116852,1,200969390,201023700,chr1:200969390,chr1:201023700,54310
ENSG00000116954,1,38838198,38859772,chr1:38838198,chr1:38859772,21574
ENSG00000117308,1,23795599,23800781,chr1:23795599,chr1:23800781,5182
ENSG00000117500,1,93149742,93180516,chr1:93149742,chr1:93180516,30774
ENSG00000118193,1,200551497,200620751,chr1:200551497,chr1:200620751,69254
ENSG00000118596,12,59596029,59789855,chr12:59596029,chr12:59789855,193826
ENSG00000118655,1,113905213,113914086,chr1:113905213,chr1:113914086,8873
ENSG00000118922,13,73686089,73995056,chr13:73686089,chr13:73995056,308967
ENSG00000119121,9,74722495,74888094,chr9:74722495,chr9:74888094,165599
ENSG00000119669,14,77024543,77028708,chr14:77024543,chr14:77028708,4165
ENSG00000119682,14,74653437,74713108,chr14:74653437,chr14:74713108,59671
ENSG00000119684,14,75013764,75051532,chr14:75013764,chr14:75051532,37768
ENSG00000119707,14,73058532,73123899,chr14:73058532,chr14:73123899,65367
ENSG00000119772,2,25227855,25342590,chr2:25227855,chr2:25342590,114735
ENSG00000119778,2,23748664,23927123,chr2:23748664,chr2:23927123,178459
ENSG00000119865,2,68284171,68320051,chr2:68284171,chr2:68320051,35880
ENSG00000119906,10,100912963,100965134,chr10:100912963,chr10:100965134,52171
ENSG00000120334,1,173799550,173824720,chr1:173799550,chr1:173824720,25170
ENSG00000120519,4,146253975,146521964,chr4:146253975,chr4:146521964,267989
ENSG00000120594,10,19816239,20289856,chr10:19816239,chr10:20289856,473617
ENSG00000120693,13,36844831,36920765,chr13:36844831,chr13:36920765,75934
ENSG00000120709,5,138331935,138349729,chr5:138331935,chr5:138349729,17794
ENSG00000121060,17,56836387,56914080,chr17:56836387,chr17:56914080,77693
ENSG00000121454,1,180230264,180278984,chr1:180230264,chr1:180278984,48720
ENSG00000121481,1,185045526,185102603,chr1:185045526,chr1:185102603,57077
ENSG00000121753,1,31727117,31764893,chr1:31727117,chr1:31764893,37776
ENSG00000121864,3,179323031,179338583,chr3:179323031,chr3:179338583,15552
ENSG00000122121,X,129738974,129769536,chrX:129738974,chrX:129769536,30562
ENSG00000122257,16,24537693,24572863,chr16:24537693,chr16:24572863,35170
ENSG00000122359,10,80150889,80205572,chr10:80150889,chr10:80205572,54683
ENSG00000122481,1,95234210,95247225,chr1:95234210,chr1:95247225,13015
ENSG00000122484,1,92299059,92402056,chr1:92299059,chr1:92402056,102997
ENSG00000122512,7,5970925,6009106,chr7:5970925,chr7:6009106,38181
ENSG00000122882,10,73130155,73169055,chr10:73130155,chr10:73169055,38900
ENSG00000122970,12,110124335,110218793,chr12:110124335,chr12:110218793,94458
ENSG00000123178,13,49912702,49936490,chr13:49912702,chr13:49936490,23788
ENSG00000123570,X,103822327,103832257,chrX:103822327,chrX:103832257,9930
ENSG00000123595,X,13689128,13710504,chrX:13689128,chrX:13710504,21376
ENSG00000123607,2,165857475,165953816,chr2:165857475,chr2:165953816,96341
ENSG00000124104,20,45833799,45843276,chr20:45833799,chr20:45843276,9477
ENSG00000124228,20,49219295,49244077,chr20:49219295,chr20:49244077,24782
ENSG00000124380,2,69893956,69905575,chr2:69893956,chr2:69905575,11619
ENSG00000124383,2,71130632,71150101,chr2:71130632,chr2:71150101,19469
ENSG00000124523,6,13574529,13615158,chr6:13574529,chr6:13615158,40629
ENSG00000124613,6,27374615,27403904,chr6:27374615,chr6:27403904,29289
ENSG00000124731,6,41267926,41286682,chr6:41267926,chr6:41286682,18756
ENSG00000124766,6,21593751,21598619,chr6:21593751,chr6:21598619,4868
ENSG00000124787,6,4994717,5004063,chr6:4994717,chr6:5004063,9346
ENSG00000125089,4,8182072,8241803,chr4:8182072,chr4:8241803,59731
ENSG00000125247,13,100603927,100675093,chr13:100603927,chr13:100675093,71166
ENSG00000125618,2,113215997,113278921,chr2:113215997,chr2:113278921,62924
ENSG00000125650,19,6375148,6379058,chr19:6375148,chr19:6379058,3910
ENSG00000125703,1,62784132,62865516,chr1:62784132,chr1:62865516,81384
ENSG00000125730,19,6677704,6730562,chr19:6677704,chr19:6730562,52858
ENSG00000125780,20,2296001,2341079,chr20:2296001,chr20:2341079,45078
ENSG00000125843,20,3820524,3828838,chr20:3820524,chr20:3828838,8314
ENSG00000125900,20,1534251,1557705,chr20:1534251,chr20:1557705,23454
ENSG00000125945,1,23359448,23369836,chr1:23359448,chr1:23369836,10388
ENSG00000126883,9,131125586,131234663,chr9:131125586,chr9:131234663,109077
ENSG00000127152,14,99169287,99272197,chr14:99169287,chr14:99272197,102910
ENSG00000127663,19,4969113,5153598,chr19:4969113,chr19:5153598,184485
ENSG00000127870,13,26132115,26222314,chr13:26132115,chr13:26222314,90199
ENSG00000127914,7,91940867,92110673,chr7:91940867,chr7:92110673,169806
ENSG00000127946,7,75533298,75738962,chr7:75533298,chr7:75738962,205664
ENSG00000127955,7,79768028,80226181,chr7:79768028,chr7:80226181,458153
ENSG00000127995,7,94509219,94557019,chr7:94509219,chr7:94557019,47800
ENSG00000128165,22,50481543,50486440,chr22:50481543,chr22:50486440,4897
ENSG00000128268,22,39457012,39492194,chr22:39457012,chr22:39492194,35182
ENSG00000128284,22,36140330,36166177,chr22:36140330,chr22:36166177,25847
ENSG00000128340,22,37225270,37244448,chr22:37225270,chr22:37244448,19178
ENSG00000128383,22,38952741,38992778,chr22:38952741,chr22:38992778,40037
ENSG00000128536,7,105876796,106036432,chr7:105876796,chr7:106036432,159636
ENSG00000128563,7,102363872,102426676,chr7:102363872,chr7:102426676,62804
ENSG00000128881,15,42738730,42920809,chr15:42738730,chr15:42920809,182079
ENSG00000128891,15,40528683,40565057,chr15:40528683,chr15:40565057,36374
ENSG00000129084,11,14504874,14643635,chr11:14504874,chr11:14643635,138761
ENSG00000129128,4,176319966,176332245,chr4:176319966,chr4:176332245,12279
ENSG00000129159,11,17734774,17856804,chr11:17734774,chr11:17856804,122030
ENSG00000129422,8,17643795,17800917,chr8:17643795,chr8:17800917,157122
ENSG00000129993,16,88874858,88977207,chr16:88874858,chr16:88977207,102349
ENSG00000130202,19,44846175,44889223,chr19:44846175,chr19:44889223,43048
ENSG00000130309,19,17555649,17583162,chr19:17555649,chr19:17583162,27513
ENSG00000130382,19,6210381,6279975,chr19:6210381,chr19:6279975,69594
ENSG00000130584,20,63743666,63832038,chr20:63743666,chr20:63832038,88372
ENSG00000130640,10,133278630,133312337,chr10:133278630,chr10:133312337,33707
ENSG00000130935,17,67717931,67744531,chr17:67717931,chr17:67744531,26600
ENSG00000130985,X,47190861,47215128,chrX:47190861,chrX:47215128,24267
ENSG00000131037,19,55072020,55087923,chr19:55072020,chr19:55087923,15903
ENSG00000131127,4,337814,384868,chr4:337814,chr4:384868,47054
ENSG00000131446,5,180784782,180815652,chr5:180784782,chr5:180815652,30870
ENSG00000131495,5,140638740,140647785,chr5:140638740,chr5:140647785,9045
ENSG00000131724,X,118727133,118794535,chrX:118727133,chrX:118794535,67402
ENSG00000131759,17,40309180,40357643,chr17:40309180,chr17:40357643,48463
ENSG00000132254,11,6474683,6481479,chr11:6474683,chr11:6481479,6796
ENSG00000132357,5,40841308,40860175,chr5:40841308,chr5:40860175,18867
ENSG00000132386,17,1762029,1777565,chr17:1762029,chr17:1777565,15536
ENSG00000132405,4,6909242,7033118,chr4:6909242,chr4:7033118,123876
ENSG00000132475,17,75776434,75785893,chr17:75776434,chr17:75785893,9459
ENSG00000132510,17,7839904,7854796,chr17:7839904,chr17:7854796,14892
ENSG00000132581,17,28648346,28662189,chr17:28648346,chr17:28662189,13843
ENSG00000132589,17,28879335,28897733,chr17:28879335,chr17:28897733,18398
ENSG00000132694,1,156934840,157045370,chr1:156934840,chr1:157045370,110530
ENSG00000132740,11,68903842,68940602,chr11:68903842,chr11:68940602,36760
ENSG00000132823,20,44195939,44210771,chr20:44195939,chr20:44210771,14832
ENSG00000132906,1,15490832,15526534,chr1:15490832,chr1:15526534,35702
ENSG00000132953,13,20777329,20903048,chr13:20777329,chr13:20903048,125719
ENSG00000133111,13,36819224,36829104,chr13:36819224,chr13:36829104,9880
